Total Impact Rank,Rate Rank (10+ Min),Game Sequence,Game ID,Date,Player,Player ID,Team,Opponent,Minutes,Pregame Player Offence / 40,Pregame Player Defence / 40,Pregame Player Net / 40,Expected Team Points While On,Actual Team Points While On,Offensive Adjusted Points,Expected Opponent Points While On,Actual Opponent Points While On,Defensive Adjusted Points,Net Adjusted Points,Net Adjusted Points / 40,Expected Lineup Net / 40,Actual Lineup Net / 40,Postgame Player Offence / 40,Postgame Player Defence / 40,Postgame Player Net / 40,Postgame Rating Change,Games To Date,Minutes To Date,Reliability
11,19,135,401857025,2026-06-26,Sydney Taylor,4594786,CHI,POR,23.25666666030884,0.16584928005355287,0.7001666139767532,0.866015894030306,50.51938000404809,76.0,25.480619995951912,47.92339582362633,42.0,5.923395823626329,31.40401581957824,54.012926750460124,4.464929077479919,58.47785582794003,1.2733459548666852,1.3659542616013347,2.63930021646802,1.773284322437714,16,268.6816666285197,0.4724640908883577
12,22,123,401857012,2026-06-22,Kennedy Burke,3922628,CON,CHI,23.75,-0.026405335899575878,0.21824931624835278,0.1918439803487769,46.85646546020901,64.0,17.14353453979099,50.23273304048769,36.0,14.232733040487688,31.37626758027868,52.8442401352062,-5.686345398364079,47.1578947368421,0.8674841744888788,0.6246674548055845,1.4921516292944634,1.3003076489456866,17,400.5333333492279,0.5717548534547109
13,32,11,401856900,2026-05-11,Janelle Salaun,4790264,GS,PHX,26.03333333333333,0.7993761972143134,0.0019728839908746396,0.801349081205188,50.54213729858094,76.0,25.45786270141906,56.86061135540082,51.0,5.86061135540082,31.31847405681988,48.1205747351906,-9.708282801771908,38.4122919334187,3.094309728807766,0.402703002637982,3.497012731445748,2.69566365024056,2,53.400000000000006,0.1511035653650255
14,11,5,401856894,2026-05-09,DeWanna Bonner,869,PHX,LV,21.733333333333334,0.0,0.0,0.0,43.78860283497572,59.0,15.21139716502428,44.07941566426458,28.0,16.07941566426458,31.29081282928886,57.59045306004084,-0.5352383361144462,57.05521472392638,1.227635991253942,1.5469821561169546,2.7746181473708966,2.7746181473708966,1,21.733333333333334,0.06755076668048073
15,13,1,401856890,2026-05-08,Julie Vanloo,2566110,NY,CON,22.023333326975507,0.0,0.0,0.0,44.046666653951014,69.0,24.953333346048986,44.046666653951014,38.0,6.046666653951014,31.0,56.30392010101274,0.0,56.30392010101274,2.3434527122110027,0.588715462556875,2.932168174767878,2.932168174767878,1,22.023333326975507,0.06839048928362434
16,12,139,401857028,2026-06-28,Monique Billings,3142255,IND,LA,21.93333333333333,-0.4557553197875478,0.5797712287756042,0.12401590898805637,51.35244179727389,72.0,20.64755820272611,47.32292453673861,37.0,10.322924536738611,30.97048273946472,56.48112353701774,7.348663697024823,63.82978723404256,0.6026830336711673,1.178383552184973,1.7810665858561403,1.657050676868084,18,360.47499999205274,0.5457814451665698
17,8,16,401856905,2026-05-14,A'ja Wilson,3149391,LV,CON,20.65,0.47282056749937135,-1.0854316940602458,-0.6126111265608745,46.10640350545947,65.0,18.89359649454053,42.97027659919965,31.0,11.97027659919965,30.86387309374018,59.7847420701989,6.074822094450003,65.85956416464892,2.3204328868122204,-0.1937180618577196,2.126714824954501,2.7393259515153754,3,74.27000001271566,0.19843962917196775
18,51,5,401856894,2026-05-09,Kahleah Copper,2998938,PHX,LV,28.12999998728434,0.0,0.0,0.0,56.67669005480366,72.0,15.323309945196343,57.053096414506,42.0,15.053096414506001,30.376406359702344,43.19432118511689,-0.5352383361144462,42.65908284900243,1.087123057796404,1.2570259817719243,2.344149039568328,2.344149039568328,1,28.12999998728434,0.08572821743935156
19,71,132,401857021,2026-06-25,Julie Allemand,4001679,TOR,LA,29.925000000000004,0.9549727462900709,1.403650142411918,2.358622888701989,68.19488751691682,96.0,27.805112483083178,67.49390656210232,65.0,2.4939065621023246,30.299019045185503,40.499941915034924,0.9369837324170098,41.43692564745196,1.8470233896344577,1.6776322088451634,3.524655598479621,1.1660327097776322,13,344.51666666666665,0.5345349228103747
20,87,10,401856898,2026-05-10,Jackie Young,4065870,LV,LA,30.916666666666668,-0.25014919516548884,-1.5610239783419166,-1.8111731735074055,61.763037274844606,82.0,20.236962725155394,66.83299769589796,57.0,9.832997695897959,30.069960421053352,38.90453100298008,-6.559517525891104,32.34501347708895,1.1641371784731982,-0.6799911237112233,0.4841460547619749,2.2953192282693804,2,56.18666667938233,0.1577450026504169
